state_abbr,latitude,longitude,enrollment
CA,37.337226,-121.866024,269
CA,37.353288,-121.900673,587
CA,37.246871,-121.882433,1393
CA,37.263564,-121.894333,356
CA,37.349894,-121.871994,874
CA,37.279963,-121.887747,509
CA,37.220377,-121.869246,480
CA,37.270856,-121.869465,255
CA,37.330394,-121.925441,829
CA,37.269054,-121.883341,622
CA,37.321314,-121.881537,329
CA,37.302689,-121.897189,660
CA,37.291848,-121.897292,1543
CA,37.261480,-121.864691,274
CA,37.302580,-121.885697,309
CA,37.284463,-121.876900,282
CA,37.302580,-121.885697,322
CA,38.626853,-121.249022,712
CA,38.633433,-121.380776,595
CA,38.594665,-121.382299,1010
CA,38.686331,-121.314388,329
CA,38.642962,-121.313887,802
CA,38.665336,-121.251991,1939
CA,38.666397,-121.295192,348
CA,38.643810,-121.333558,406
CA,38.634636,-121.323190,374
CA,38.672016,-121.233685,687
CA,38.701368,-121.214079,1150
CA,38.626702,-121.351408,987
CA,38.702585,-121.295619,444
CA,38.605476,-121.393049,502
CA,38.626433,-121.372969,406
CA,38.667107,-121.317195,331
CA,38.654341,-121.312064,1548
CA,38.588898,-121.338613,496
CA,38.613277,-121.369230,734
CA,38.621737,-121.325149,670
CA,38.653327,-121.300723,408
CA,38.621440,-121.411623,735
CA,38.587074,-121.393924,883
CA,38.609314,-121.363116,1226
CA,38.593248,-121.409336,766
CA,38.710712,-121.301076,348
CA,38.696747,-121.216556,307
CA,38.589665,-121.409921,762
CA,38.608840,-121.414425,741
CA,38.652076,-121.318135,321
CA,38.669965,-121.277111,546
CA,38.663371,-121.340577,102
CA,38.649895,-121.245388,622
CA,38.718088,-121.306207,498
CA,38.590701,-121.367613,589
CA,38.710656,-121.280492,326
CA,38.702069,-121.297749,894
CA,38.633024,-121.370393,1655
CA,38.618665,-121.356251,415
CA,38.660295,-121.257833,423
CA,38.697963,-121.230845,407
CA,38.668727,-121.234567,593
CA,38.637782,-121.363509,343
CA,38.693887,-121.222292,708
CA,38.659609,-121.317578,303
CA,38.669868,-121.220602,494
CA,38.577415,-121.356215,1891
CA,38.653395,-121.307332,564
CA,38.679421,-121.287250,559
CA,38.644592,-121.300077,331
CA,38.569639,-121.394688,614
CA,38.668690,-121.286187,436
CA,38.600641,-121.352907,54
CA,38.600641,-121.352907,885
CA,38.694297,-121.292951,604
CA,38.666441,-121.203259,494
CA,38.627938,-121.365487,411
CA,38.705229,-121.255572,506
CA,38.663264,-121.337629,142
CA,38.645439,-121.263926,166
CA,38.646941,-121.288100,28
CA,38.604858,-121.358951,246
CA,38.686220,-121.250631,391
CA,38.696926,-121.198805,258
CA,38.592601,-121.389140,1
CA,38.645439,-121.263926,93
CA,38.612864,-121.395227,612
CA,37.728300,-122.147400,948
CA,37.703700,-122.185400,357
CA,37.712900,-122.135800,551
CA,37.714758,-122.170106,166
CA,37.719300,-122.147200,454
CA,37.699200,-122.146100,410
CA,37.715043,-122.167824,969
CA,37.735900,-122.146500,524
CA,37.718400,-122.141500,2510
CA,37.733100,-122.157200,425
CA,37.715900,-122.166700,724
CA,37.695700,-122.161100,694
CA,37.715189,-122.140499,102
CA,37.680273,-122.138823,1499
CA,37.672167,-122.147304,422
CA,37.683515,-122.117108,458
CA,37.697369,-122.151374,349
CA,37.667966,-122.137552,373
CA,37.695741,-122.117233,483
CA,37.693338,-122.124493,500
CA,37.701788,-122.116386,347
CA,37.674773,-122.119058,447
CA,37.669525,-122.114929,107
CA,37.688448,-122.121156,1029
CA,37.670252,-122.126186,606
CA,37.688180,-122.156730,340
CA,37.680846,-122.135500,322
CA,37.688123,-122.149539,500
CA,37.688448,-122.121156,154
CA,37.084672,-122.074799,301
CA,37.122537,-122.124296,416
CA,37.063339,-122.080985,537
CA,37.063497,-122.082167,396
CA,37.061948,-122.080921,578
CA,36.129615,-121.016868,72
CA,35.313632,-120.848741,324
CA,35.327161,-120.832491,342
CA,35.297082,-120.685240,358
CA,35.270697,-120.659191,437
CA,35.263539,-120.696626,780
CA,35.325008,-120.819370,494
CA,35.219640,-120.620760,521
CA,35.382236,-120.859815,751
CA,35.296601,-120.675587,488
CA,35.253877,-120.687245,62
CA,35.283623,-120.649091,1678
CA,35.268063,-120.644170,401
CA,35.261947,-120.688836,528
CA,35.295720,-120.654610,193
CA,35.396770,-120.858452,271
CA,35.281277,-120.649856,25
CA,34.125762,-118.089512,777
CA,34.118110,-118.114454,709
CA,34.125234,-118.098842,886
CA,34.117548,-118.116457,711
CA,33.143343,-117.202648,868
CA,33.156220,-117.141170,883
CA,33.180200,-117.158800,192
CA,33.141280,-117.168290,546
CA,33.130400,-117.206300,3067
CA,33.147000,-117.175000,968
CA,33.149100,-117.130600,1184
CA,33.127700,-117.190600,717
CA,33.178000,-117.156900,648
CA,33.120900,-117.237500,725
CA,33.103300,-117.241600,725
CA,33.139100,-117.120700,725
CA,33.180100,-117.158800,101
CA,33.159600,-117.185800,758
CA,33.098900,-117.197200,1395
CA,33.145300,-117.144400,2751
CA,33.100610,-117.195672,834
CA,33.155900,-117.211500,579
CA,33.106094,-117.166058,1171
CA,37.551824,-122.299609,418
CA,37.561729,-122.260793,306
CA,37.530496,-122.309998,721
CA,37.567509,-122.257850,445
CA,37.552704,-122.331892,489
CA,37.549766,-122.321536,903
CA,37.559465,-122.248505,929
CA,37.546236,-122.273872,624
CA,37.537376,-122.290607,370
CA,37.524098,-122.350273,379
CA,37.569455,-122.302106,349
CA,37.531919,-122.303971,469
CA,37.576145,-122.327447,431
CA,37.539052,-122.316036,238
CA,37.575353,-122.316106,325
CA,37.569194,-122.342654,340
CA,37.561629,-122.297083,418
CA,37.561742,-122.313007,346
CA,37.539348,-122.309579,218
CA,37.566160,-122.273481,1
CA,37.566114,-122.295799,840
CA,37.550069,-122.264487,347
CA,37.550500,-122.329800,1658
CA,37.582400,-122.346800,1583
CA,37.609600,-122.406900,1061
CA,37.532500,-122.312200,1585
CA,37.594300,-122.390600,1115
CA,37.597918,-122.369180,123
CA,37.577100,-122.329600,1557
CA,37.577884,-122.328388,54
CA,35.757537,-120.696860,448
CA,35.743071,-120.877740,220
CA,33.110556,-117.011759,548
CA,32.749580,-114.598281,14
CA,32.749580,-114.598281,259
CA,32.749580,-114.598281,177
CA,32.749580,-114.598281,125
CA,37.965834,-122.498186,552
CA,37.978103,-122.519595,378
CA,38.000784,-122.524276,748
CA,37.983347,-122.478746,315
CA,37.965699,-122.526057,1052
CA,37.985098,-122.551190,523
CA,37.963824,-122.525844,287
CA,37.974406,-122.489916,469
CA,37.967702,-122.535536,91
CA,37.970661,-122.514171,96
CA,37.970955,-122.513505,1332
CA,38.000298,-122.554200,1248
CA,37.807200,-121.943700,559
CA,37.770100,-121.957500,939
CA,37.867200,-122.030000,348
CA,37.747100,-121.946400,2894
CA,37.802000,-121.977700,853
CA,37.728500,-121.940200,500
CA,37.767408,-121.904639,34
CA,37.833400,-121.979400,484
CA,37.791400,-121.974500,732
CA,37.807700,-121.985700,439
CA,37.838700,-121.981300,486
CA,37.819600,-122.004800,484
CA,37.843800,-121.981700,2042
CA,37.755800,-121.950700,592
CA,37.741100,-121.948500,465
CA,37.737800,-121.942000,973
CA,37.841200,-122.028000,469
CA,37.825400,-122.005800,2036
CA,37.857100,-122.020600,586
CA,37.768400,-121.985800,674
CA,37.825300,-121.986000,544
CA,37.740700,-121.935100,523
CA,37.800800,-121.879300,506
CA,37.761200,-121.971700,492
CA,37.799100,-121.897700,835
CA,37.777600,-121.926900,613
CA,37.767408,-121.904639,61
CA,37.786700,-121.942300,654
CA,37.764400,-121.893000,486
CA,37.752000,-121.905200,1011
CA,37.762400,-121.913700,744
CA,37.753800,-121.894400,438
CA,37.769328,-121.901825,3039
CA,37.792600,-121.881600,549
CA,37.769000,-121.910900,971
CA,37.751825,-121.918842,499
CA,32.563600,-117.046500,382
CA,32.560400,-117.038600,500
CA,32.563400,-117.050300,534
CA,32.557600,-117.050200,520
CA,32.571700,-117.024900,1020
CA,32.548100,-117.041500,643
CA,32.570800,-117.028500,541
CA,36.731823,-119.501366,409
CA,36.656665,-119.597659,234
CA,36.780545,-119.566164,744
CA,36.712552,-119.562273,374
CA,36.700861,-119.543822,488
CA,36.733994,-119.675251,838
CA,36.705407,-119.562346,89
CA,36.696430,-119.560010,505
CA,36.698676,-119.682836,672
CA,36.695179,-119.570187,408
CA,36.700667,-119.575847,2426
CA,36.700694,-119.560636,1539
CA,36.708058,-119.548214,448
CA,36.704797,-119.553716,34
CA,36.794545,-119.598285,603
CA,36.702421,-119.568502,609
CA,36.702600,-119.571600,287
CA,36.713334,-119.581913,472
CA,36.710491,-119.672257,696
CA,36.710978,-119.681147,1438
CA,33.748484,-117.886992,429
CA,33.745099,-117.871594,783
CA,33.718744,-117.867123,350
CA,33.717693,-117.896507,320
CA,33.726654,-117.896652,886
CA,33.727800,-117.899500,367
CA,33.720398,-117.864691,332
CA,33.735451,-117.869266,343
CA,33.752828,-117.895893,394
CA,33.698993,-117.899207,817
CA,33.724730,-117.896653,268
CA,33.732566,-117.909293,493
CA,33.711655,-117.889022,616
CA,33.733097,-117.869218,584
CA,33.741155,-117.902009,468
CA,33.738698,-117.877229,426
CA,33.729598,-117.857290,749
CA,33.731291,-117.878671,443
CA,33.710738,-117.896165,1074
CA,33.714500,-117.863180,217
CA,33.737402,-117.897326,348
CA,33.734902,-117.894309,283
CA,33.763584,-117.843106,557
CA,33.741482,-117.858791,675
CA,33.708076,-117.877858,1451
CA,33.743919,-117.873623,2505
CA,33.765957,-117.883431,906
CA,33.762422,-117.850658,697
CA,33.696198,-117.875654,408
CA,33.722823,-117.899745,1908
CA,33.717519,-117.876276,529
CA,33.756613,-117.873027,390
CA,33.757013,-117.882265,422
CA,33.735492,-117.885716,457
CA,33.758020,-117.888185,448
CA,33.757106,-117.863632,413
CA,33.748683,-117.850460,36
CA,33.743522,-117.848572,936
CA,33.749407,-117.905178,827
CA,33.704857,-117.875336,1005
CA,33.702942,-117.902194,738
CA,33.762215,-117.886194,1234
CA,33.733002,-117.853746,380
CA,33.729433,-117.848768,1519
CA,33.749251,-117.859845,428
CA,33.737877,-117.878360,501
CA,33.703131,-117.899512,2376
CA,33.716841,-117.869393,811
CA,33.723180,-117.909938,1687
CA,33.751805,-117.881525,396
CA,33.765967,-117.863373,363
CA,37.364500,-122.018500,381
CA,37.358300,-121.972400,796
CA,37.358100,-121.975600,240
CA,37.366800,-121.975500,269
CA,37.358100,-121.987700,288
CA,37.343500,-121.963800,324
CA,37.405500,-121.963800,281
CA,37.343100,-122.001800,571
CA,37.424500,-121.966700,271
CA,37.333140,-121.978030,504
CA,37.388600,-121.946700,254
CA,37.348100,-121.987500,300
CA,37.362400,-122.008400,524
CA,37.357900,-121.958900,406
CA,37.334000,-121.986600,314
CA,37.356300,-121.995600,151
CA,37.333000,-121.960500,368
CA,37.366000,-121.986800,1614
CA,37.342400,-121.941000,352
CA,37.344300,-121.942200,711
CA,37.349200,-122.007100,759
CA,37.346000,-121.983000,1663
CA,37.346600,-121.955400,131
CA,37.398500,-121.947500,568
CA,37.341900,-121.991700,10
CA,37.345042,-121.975723,419
CA,37.391286,-121.982133,183
CA,37.406400,-121.930990,505
CA,37.406524,-121.933810,571
CA,37.408086,-121.933647,683
CA,34.376275,-118.999904,53
CA,36.965500,-122.040000,394
CA,36.991100,-121.995600,481
CA,36.976200,-122.008500,314
CA,36.978600,-122.049100,453
CA,36.981000,-122.012400,114
CA,36.984300,-122.009500,409
CA,36.986000,-121.992800,1013
CA,36.981100,-122.013700,77
CA,36.974500,-122.036200,510
CA,36.971500,-122.033300,1093
CA,36.991100,-121.959500,1074
CA,36.985000,-121.925600,113
CA,36.980800,-122.013800,110
CA,36.981000,-122.013700,56
CA,34.865961,-120.433645,291
CA,34.883696,-120.421238,2416
CA,34.941947,-120.437388,3143
CA,34.957854,-120.402029,3080
CA,34.025090,-118.828472,387
CA,34.013300,-118.469500,806
CA,34.024200,-118.465312,404
CA,34.039500,-118.485100,597
CA,34.019100,-118.462200,562
CA,34.029300,-118.489800,914
CA,34.031800,-118.476900,362
CA,34.006794,-118.477241,30
CA,34.012200,-118.471200,522
CA,34.028600,-118.501100,552
CA,34.011962,-118.485582,2588
CA,34.038600,-118.698400,178
CA,34.012700,-118.802200,242
CA,34.005300,-118.481100,216
CA,34.024592,-118.826536,256
CA,36.732704,-121.634955,498
CA,36.724614,-121.652107,545
CA,36.732965,-121.648940,556
CA,36.719255,-121.642739,439
CA,36.713008,-121.627058,482
CA,36.733537,-121.632466,568
CA,38.437700,-122.692500,279
CA,38.434900,-122.715900,334
CA,38.441400,-122.697300,525
CA,38.448600,-122.743700,373
CA,38.472800,-122.700900,468
CA,38.440700,-122.736700,305
CA,38.456100,-122.752700,315
CA,38.451700,-122.697800,323
CA,38.461000,-122.721100,447
CA,38.449700,-122.755700,274
CA,38.446900,-122.714300,384
CA,38.425200,-122.746200,773
CA,38.405900,-122.734900,1029
CA,38.447800,-122.673000,577
CA,38.456600,-122.747700,423
CA,38.440100,-122.684200,1253
CA,38.461200,-122.767700,1434
CA,38.449700,-122.722600,252
CA,38.481100,-122.671700,725
CA,38.452000,-122.718400,1553
CA,38.444100,-122.709800,452
CA,38.480200,-122.660200,1584
CA,38.481200,-122.670900,128
CA,34.607493,-120.100475,801
CA,34.607493,-120.100475,11
CA,32.862897,-116.971900,11
CA,32.864700,-116.971900,830
CA,32.847600,-116.996000,601
CA,32.844400,-117.013800,823
CA,32.831700,-117.018100,606
CA,32.852600,-116.962100,695
CA,32.827400,-116.953100,661
CA,32.833000,-116.995600,548
CA,32.851300,-116.982300,913
CA,32.862900,-117.005100,373
CA,32.865400,-116.972300,5
CA,37.276998,-122.025017,367
CA,37.265864,-122.034650,278
CA,37.265491,-122.015281,709
CA,37.256023,-122.033277,297
CA,35.978501,-119.178460,75
CA,34.472148,-118.523185,917
CA,34.426107,-118.475821,380
CA,34.429526,-118.532374,810
CA,34.440484,-118.523163,666
CA,34.425763,-118.492733,486
CA,34.446932,-118.506916,660
CA,34.433904,-118.482165,569
CA,34.447784,-118.484465,876
CA,34.455425,-118.545329,441
CA,34.437131,-118.552070,524
CA,34.451253,-118.528676,508
CA,34.426809,-118.550268,866
CA,34.468780,-118.558357,503
CA,34.458254,-118.568787,983
CA,37.872620,-122.513791,262
CA,33.810553,-118.016935,368
CA,33.815368,-118.010100,416
CA,33.821587,-118.001067,490
CA,33.823002,-118.018929,445
CA,40.481724,-124.100782,187
CA,38.401707,-122.837597,212
CA,38.400176,-122.828919,268
CA,32.795370,-115.691800,325
CA,41.842103,-123.193115,22
CA,36.581900,-119.599200,892
CA,36.564600,-119.625300,630
CA,36.571400,-119.609100,229
CA,36.569669,-119.619286,105
CA,36.591100,-119.583200,420
CA,36.584200,-119.614000,640
CA,36.576600,-119.608100,634
CA,36.580400,-119.616900,1721
CA,36.548000,-119.682300,224
CA,36.572000,-119.603100,335
CA,36.569920,-119.619535,72
CA,36.562928,-119.616650,9
CA,35.602027,-119.508611,140
CA,36.375753,-119.037091,345
CA,36.375753,-119.037091,43
CA,37.505429,-122.288315,2360
CA,37.461422,-122.174696,2158
CA,37.495151,-122.244785,175
CA,37.484053,-122.236203,1854
CA,37.445281,-122.230525,1660
CA,37.482203,-122.173865,212
CA,40.382272,-120.382257,246
CA,35.898385,-120.432117,11
CA,35.652418,-120.377820,167
CA,35.655091,-120.377705,83
CA,40.590884,-122.488202,100
CA,40.557870,-122.351704,1148
CA,40.588250,-122.409814,1268
CA,40.590167,-122.412255,215
CA,40.568602,-122.236815,1487
CA,40.587380,-122.404562,76
CA,37.609338,-121.115668,23
CA,37.609338,-121.115668,163
CA,38.334399,-123.044918,27
CA,38.245777,-122.901889,160
CA,38.247697,-122.895274,127
CA,38.070573,-122.803079,114
CA,38.098461,-122.855876,41
CA,39.561020,-120.827581,26
CA,39.561578,-120.827350,19
CA,39.679690,-120.249006,199
CA,39.679520,-120.245321,165
CA,39.679520,-120.245321,5
CA,35.614300,-117.652900,346
CA,35.635600,-117.660600,1536
CA,35.645600,-117.815400,161
CA,35.619400,-117.676500,490
CA,35.630300,-117.684900,526
CA,35.638400,-117.671900,95
CA,35.636221,-117.662438,643
CA,35.630023,-117.657764,297
CA,35.640480,-117.663656,364
CA,35.614600,-117.702400,516
CA,37.036610,-119.453571,10
CA,37.037211,-119.455026,367
CA,37.034787,-119.449934,81
CA,37.041795,-119.526132,609
CA,37.037211,-119.455026,184
CA,38.772789,-120.311382,10
CA,34.866500,-116.662100,106
CA,34.860800,-116.890300,45
CA,34.897300,-116.888600,392
CA,34.905700,-116.825600,368
CA,35.265700,-116.697200,510
CA,35.258400,-116.697300,312
CA,34.860800,-116.890300,42
CA,35.253375,-116.693897,408
CA,34.269517,-118.735812,88
CA,34.284450,-118.751117,456
CA,34.269727,-118.753772,457
CA,34.298250,-118.702576,441
CA,34.255555,-118.749832,248
CA,34.276926,-118.723243,283
CA,34.256640,-118.753797,1138
CA,34.255189,-118.764092,560
CA,34.276548,-118.755163,103
CA,34.267443,-118.685438,300
CA,34.264072,-118.667848,212
CA,34.263804,-118.793226,264
CA,34.257158,-118.738441,401
CA,34.276509,-118.769435,319
CA,34.263577,-118.771755,1835
CA,34.280354,-118.710817,312
CA,34.277083,-118.684960,1910
CA,34.265454,-118.784500,843
CA,34.276358,-118.739207,359
CA,34.294565,-118.714698,521
CA,34.296350,-118.710135,1329
CA,34.274263,-118.747956,567
CA,34.274574,-118.667548,352
CA,34.278017,-118.727688,1033
CA,34.231242,-118.808716,452
CA,34.261500,-118.781800,371
CA,34.273445,-118.793160,264
CA,41.795543,-123.378128,41
CA,41.254157,-122.134716,7
CA,41.321703,-122.305422,241
CA,41.427915,-122.372932,187
CA,37.522364,-120.434265,55
CA,34.418690,-117.575146,85
CA,34.423781,-117.522771,563
CA,34.433100,-117.456600,870
CA,34.417788,-117.577601,130
CA,34.425600,-117.571100,743
CA,34.412500,-117.574000,2163
CA,34.361300,-117.636400,336
CA,34.417600,-117.573100,835
CA,34.438800,-117.452000,985
CA,34.450300,-117.644300,566
CA,34.417788,-117.577601,24
CA,34.495700,-117.402700,774
CA,34.502545,-117.375099,2165
CA,34.531337,-117.308375,58
CA,34.522280,-117.336051,665
CA,34.477170,-117.271532,901
CA,34.530178,-117.303904,2255
CA,34.502099,-117.380298,1058
CA,34.512695,-117.361024,1136
CA,34.531408,-117.440000,2247
CA,34.531337,-117.308375,187
CA,34.529505,-117.308132,91
CA,34.501332,-117.372549,769
CA,32.997100,-117.192100,334
CA,32.951400,-117.225700,317
CA,32.997300,-117.261900,410
CA,33.003800,-117.250500,317
CA,32.954900,-117.239900,384
CA,32.951400,-117.231100,375
CA,32.965847,-117.191674,482
CA,36.429899,-121.326753,754
CA,36.427608,-121.316620,501
CA,36.436900,-121.325690,1546
CA,36.441620,-121.324620,530
CA,36.428388,-121.320288,456
CA,36.434718,-121.323281,41
CA,36.438026,-121.331358,464
CA,36.436932,-121.315531,439
CA,36.428904,-121.326796,12
CA,34.597937,-120.142009,602
CA,34.258310,-118.997471,270
CA,38.280100,-122.459000,48
CA,38.312500,-122.497600,324
CA,38.306700,-122.485400,314
CA,38.319100,-122.487400,368
CA,38.283600,-122.452100,275
CA,38.290200,-122.468000,281
CA,38.282609,-122.458501,1071
CA,38.280100,-122.459000,334
CA,37.980261,-120.370292,643
CA,37.990693,-120.386085,880
CA,37.981807,-120.379607,44
CA,37.981807,-120.379607,65
CA,36.992913,-121.952882,383
CA,36.978845,-121.947212,585
CA,37.003768,-121.977898,214
CA,36.985942,-121.956976,337
CA,37.989890,-120.265504,498
CA,40.758790,-124.181853,189
CA,40.734838,-124.208164,141
CA,40.734838,-124.208164,44
CA,32.588689,-117.112826,362
CA,32.567409,-117.090989,273
CA,32.578015,-117.106325,350
CA,32.575455,-117.092196,399
CA,32.578847,-117.119463,724
CA,32.570262,-117.083037,1079
CA,32.566076,-117.065818,616
CA,32.572908,-117.111519,434
CA,32.578474,-117.061794,419
CA,32.581000,-117.079559,324
CA,32.577413,-117.089496,468
CA,35.646837,-118.274727,348
CA,34.113800,-118.167000,667
CA,34.109500,-118.146400,783
CA,34.103900,-118.164400,570
CA,34.108000,-118.149500,1096
CA,34.109400,-118.153400,1536
CA,37.661636,-122.450144,652
CA,37.649971,-122.435928,130
CA,37.656897,-122.445929,584
CA,37.665470,-122.442640,1053
CA,37.660669,-122.469378,286
CA,37.650995,-122.426935,304
CA,37.636574,-122.451896,517
CA,37.662716,-122.427168,573
CA,37.646086,-122.433244,359
CA,37.651717,-122.466006,366
CA,37.647742,-122.427063,1239
CA,37.659102,-122.416241,384
CA,37.665606,-122.436424,329
CA,37.644299,-122.461124,498
CA,37.663478,-122.410037,370
CA,33.937100,-118.038300,430
CA,33.943400,-118.047300,186
CA,33.924900,-118.044000,379
CA,33.920500,-118.031700,457
CA,33.943619,-118.050352,484
CA,33.931300,-118.048400,317
CA,40.241480,-123.623151,39
CA,40.119220,-123.824835,9
CA,40.119220,-123.824835,272
CA,40.236916,-123.823514,211
CA,40.019349,-123.937150,16
CA,40.119220,-123.824835,8
CA,40.236916,-123.823514,88
CA,40.241480,-123.623151,4
CA,34.864731,-118.179847,71
CA,34.864731,-118.179847,49
CA,34.865088,-118.168749,822
CA,34.865620,-118.182668,927
CA,34.866707,-118.228058,815
CA,34.849954,-118.195043,952
CA,40.188275,-123.468039,10
CA,40.456011,-123.528719,7
CA,40.455370,-123.528762,54
CA,36.800766,-121.365091,267
CA,33.096706,-116.645285,41
CA,36.625853,-121.644301,529
CA,36.605857,-121.647874,321
CA,36.130174,-118.822760,335
CA,38.503663,-122.471355,229
CA,38.496786,-122.462515,416
CA,38.506868,-122.476886,257
CA,38.493727,-122.467290,193
CA,38.503663,-122.471355,9
CA,35.431927,-119.014867,778
CA,35.418623,-119.019234,627
CA,35.416604,-119.019717,1005
CA,35.425150,-119.034762,783
CA,37.680700,-121.039700,621
CA,37.686000,-121.024800,513
CA,37.683100,-121.034900,746
CA,37.711800,-121.028100,307
CA,37.693300,-121.025300,606
CA,37.697900,-121.038600,532
CA,37.914271,-121.284685,449
CA,38.009296,-121.315530,492
CA,37.981816,-121.256869,534
CA,37.982333,-121.301605,587
CA,37.967439,-121.339844,971
CA,37.937163,-121.288034,2355
CA,37.967009,-121.301251,554
CA,37.961293,-121.220165,656
CA,37.969075,-121.255323,577
CA,37.968462,-121.237049,2065
CA,37.971890,-121.274175,456
CA,37.985717,-121.273244,640
CA,37.940730,-121.295509,586
CA,37.981969,-121.320598,221
CA,37.967365,-121.342761,654
CA,38.029567,-121.318583,511
CA,37.958569,-121.250278,942
CA,37.970878,-121.325120,703
CA,37.926292,-121.282575,705
CA,37.930846,-121.249364,426
CA,37.939224,-121.241357,652
CA,37.919404,-121.255160,425
CA,38.019171,-121.310304,599
CA,37.955230,-121.240781,297
CA,37.983498,-121.325201,1677
CA,37.923868,-121.301191,397
CA,37.929839,-121.258947,473
CA,37.959539,-121.320424,484
CA,38.000272,-121.285226,796
CA,37.982810,-121.321381,95
CA,37.927917,-121.310601,711
CA,37.952195,-121.294837,358
CA,38.003360,-121.289441,112
CA,37.956360,-121.276473,178
CA,37.945089,-121.313282,181
CA,37.978675,-121.297801,346
CA,37.934435,-121.291677,453
CA,38.008757,-121.275632,754
CA,38.013256,-121.267704,2021
CA,37.924115,-121.303645,394
CA,38.010543,-121.312462,720
CA,37.962038,-121.283774,619
CA,37.954092,-121.227772,881
CA,37.966570,-121.265673,813
CA,37.932293,-121.249005,599
CA,38.000558,-121.274173,787
CA,37.935176,-121.263128,200
CA,37.948174,-121.282622,482
CA,37.951163,-121.295728,191
CA,37.966748,-121.289662,428
CA,37.965564,-121.281758,410
CA,37.977431,-121.336916,287
CA,37.983498,-121.325201,199
CA,37.996565,-121.335573,487
CA,36.484470,-119.223919,109
CA,39.607302,-122.541430,34
CA,39.606861,-122.538381,21
CA,36.149672,-119.057863,702
CA,34.427200,-118.461400,459
CA,34.451500,-118.420500,472
CA,34.428884,-118.429611,569
CA,34.419200,-118.426500,586
CA,34.397300,-118.475000,526
CA,34.435400,-118.402500,650
CA,34.419900,-118.468600,496
CA,34.404000,-118.447900,866
CA,34.392300,-118.455600,533
CA,37.956755,-120.235819,457
CA,37.961514,-120.255415,508
CA,38.091524,-120.137984,9
CA,38.088119,-120.196670,4
CA,38.091524,-120.137984,2
CA,38.183942,-120.005374,3
CA,37.961514,-120.255415,117
CA,36.226552,-119.260947,840
CA,36.146023,-119.088710,311
CA,37.381300,-122.048800,435
CA,37.391400,-122.008500,431
CA,37.386824,-122.024619,465
CA,37.366300,-122.056000,622
CA,37.366900,-122.043800,586
CA,37.369400,-122.023900,768
CA,37.398100,-122.003100,372
CA,37.393700,-122.019700,697
CA,37.361600,-122.052600,1053
CA,37.396400,-121.990100,324
CA,41.527297,-120.178891,51
CA,41.527297,-120.178891,38
CA,40.406558,-120.662241,288
CA,40.418798,-120.643446,378
CA,40.433843,-120.663297,318
CA,39.165715,-121.755023,734
CA,39.165715,-121.755023,26
CA,32.640351,-116.967583,2557
CA,32.648880,-117.006095,972
CA,32.646165,-116.998269,1960
CA,32.605853,-117.059252,703
CA,32.606961,-117.051643,1363
CA,32.634752,-117.086052,678
CA,32.621737,-117.078342,1864
CA,32.672050,-117.073250,724
CA,32.630911,-117.060840,866
CA,32.636984,-117.058631,1771
CA,32.573175,-117.096772,462
CA,32.579265,-117.121817,1216
CA,32.576744,-117.055521,734
CA,32.584599,-117.064813,1568
CA,32.669285,-117.099413,709
CA,32.605123,-117.073741,269
CA,32.569530,-117.073833,515
CA,32.566863,-117.082791,1563
CA,32.659549,-117.093917,2290
CA,32.629600,-117.008284,1705
CA,32.584255,-117.065627,69
CA,32.618783,-117.025084,27
CA,32.565181,-117.017107,1941
CA,32.620061,-116.990460,2440
CA,32.654760,-116.947440,1613
CA,32.608372,-116.974369,2289
CA,32.608083,-116.972286,71
CA,32.569777,-117.074419,578
CA,37.670000,-120.955000,579
CA,37.682300,-120.947100,1016
CA,37.673600,-120.971900,378
CA,37.695300,-120.967900,461
CA,37.682500,-120.983700,489
CA,37.679300,-120.979900,947
CA,37.673300,-120.985800,433
CA,37.680955,-120.975472,326
CA,37.684900,-121.005100,416
CA,37.673600,-120.926900,713
CA,37.671800,-120.929700,906
CA,37.722300,-120.946400,752
CA,37.682500,-120.926900,558
CA,35.130100,-119.459000,306
CA,35.147400,-119.456900,748
CA,35.137100,-119.472800,328
CA,35.147300,-119.458000,520
CA,35.142700,-119.454000,231
CA,35.155500,-119.459500,271
CA,35.149936,-119.464775,85
CA,35.146337,-119.460522,1064
CA,39.363157,-120.099500,499
CA,39.328098,-120.171940,11
CA,39.316172,-120.455657,55
CA,39.240349,-120.028719,362
CA,39.195130,-120.120481,468
CA,39.195130,-120.120481,301
CA,39.323755,-120.212676,24
CA,39.173614,-120.142240,282
CA,39.324736,-120.216412,907
CA,39.325029,-120.220021,515
CA,39.345182,-120.177465,535
CA,37.938000,-122.524200,1722
CA,37.935300,-122.526100,46
CA,37.983600,-122.572900,1141
CA,37.891200,-122.529600,1470
CA,37.937800,-122.529800,124
CA,35.126890,-118.435448,925
CA,35.121683,-118.434471,1260
CA,35.118146,-118.448828,615
CA,35.121683,-118.434471,25
CA,35.128769,-118.489670,663
CA,35.133480,-118.575863,560
CA,35.130051,-118.438486,108
CA,34.094114,-118.067245,34
CA,34.099395,-118.061797,460
CA,34.115934,-118.078961,650
CA,34.093297,-118.064901,543
CA,34.112360,-118.065320,936
CA,34.118604,-118.069091,839
CA,34.118171,-118.063991,1779
CA,34.094114,-118.067245,28
CA,35.544483,-120.711450,13
CA,35.541702,-120.743002,426
