state,state_abbr,nces_school_id,school_name,district_name,county,latitude,longitude,enrollment,start_time,start_time_raw,school_level,inclusion_status
Washington,WA,1836,CAM Academy,Battle Ground School District,Clark,45.790959,-122.545824,512,07:05,,Other/Mixed,included
Washington,WA,3791,Fairview Middle School,Central Kitsap School District,Kitsap,47.637073,-122.651369,620,07:20,,Middle,included
Washington,WA,3123,Edmonds Woodway High School,Edmonds School District,Snohomish,47.806549,-122.336707,1615,07:20,,High,included
Washington,WA,3464,Meadowdale High School,Edmonds School District,Snohomish,47.845562,-122.313398,1504,07:20,,High,included
Washington,WA,3303,Mountlake Terrace High School,Edmonds School District,Snohomish,47.801735,-122.288517,1461,07:20,,High,included
Washington,WA,3755,Lynnwood High School,Edmonds School District,Snohomish,47.832940,-122.239419,1344,07:20,,High,included
Washington,WA,4063,GATES Secondary School,Franklin Pierce School District,Pierce,47.139723,-122.367060,112,07:20,,Other/Mixed,included
Washington,WA,4433,Kamiak High School,Mukilteo School District,Snohomish,47.900713,-122.301956,2388,07:20,,High,included
Washington,WA,3688,Mariner High School,Mukilteo School District,Snohomish,47.888325,-122.236890,2110,07:20,,High,included
Washington,WA,5591,Renton Technical High School,Renton Technical College,King,47.491347,-122.176735,69,07:20,,High,included
Washington,WA,3250,Bethel Middle School,Bethel School District,Pierce,47.055049,-122.379289,661,07:22,,Middle,included
Washington,WA,5206,Liberty Middle School,Bethel School District,Pierce,47.069238,-122.329367,857,07:22,,Middle,included
Washington,WA,4249,Ridgetop Middle School,Central Kitsap School District,Kitsap,47.658477,-122.668272,787,07:25,,Middle,included
Washington,WA,3766,Decatur High School,Federal Way School District,King,47.316909,-122.367855,1358,07:25,,High,included
Washington,WA,1950,Employment Transition Program,Federal Way School District,King,47.303043,-122.360119,62,07:25,,Other/Mixed,included
Washington,WA,5473,Technology Access Foundation Academy at Saghalie,Federal Way School District,King,47.297574,-122.354996,532,07:25,,Other/Mixed,included
Washington,WA,4570,Todd Beamer High School,Federal Way School District,King,47.277469,-122.314377,1417,07:25,,High,included
Washington,WA,2417,Federal Way High School,Federal Way School District,King,47.327155,-122.314269,1669,07:25,,High,included
Washington,WA,3584,Thomas Jefferson High School,Federal Way School District,King,47.344145,-122.277611,1813,07:25,,High,included
Washington,WA,3648,Washington High School,Franklin Pierce School District,Pierce,47.144504,-122.456295,1016,07:25,,High,included
Washington,WA,3401,Perry G Keithley Middle School,Franklin Pierce School District,Pierce,47.144088,-122.452372,805,07:25,,Middle,included
Washington,WA,5213,Marysville Pilchuck High School,Marysville School District,Snohomish,48.095983,-122.155677,1209,07:25,,High,included
Washington,WA,5478,Marysville Getchell High School,Marysville School District,Snohomish,48.074871,-122.120274,1391,07:25,,High,included
Washington,WA,5654,Envision Career Academy,North Thurston Public Schools,Thurston,47.052514,-122.824206,146,07:25,,Other/Mixed,included
Washington,WA,3751,Spanaway Middle School,Bethel School District,Pierce,47.115449,-122.427886,767,07:27,,Middle,included
Washington,WA,4186,Cedarcrest Middle School,Bethel School District,Pierce,47.084003,-122.414158,765,07:27,,Middle,included
Washington,WA,4578,Cougar Mountain Middle School,Bethel School District,Pierce,47.019382,-122.362378,606,07:27,,Middle,included
Washington,WA,5950,Bates Technical High School,Bates Technical College,Pierce,47.252291,-122.446599,343,07:30,,High,included
Washington,WA,1737,Renaissance Alternative High School,Bremerton School District,Kitsap,47.564046,-122.661339,81,07:30,,High,included
Washington,WA,3109,Bremerton High School,Bremerton School District,Kitsap,47.573347,-122.638571,1271,07:30,,High,included
Washington,WA,3253,Evergreen Middle School,Everett School District,Snohomish,47.926973,-122.227814,893,07:30,,Middle,included
Washington,WA,3407,Cascade High School,Everett School District,Snohomish,47.923630,-122.220897,1662,07:30,,High,included
Washington,WA,4438,Henry M. Jackson High School,Everett School District,Snohomish,47.873670,-122.210617,2166,07:30,,High,included
Washington,WA,2126,Everett High School,Everett School District,Snohomish,47.985245,-122.208883,1654,07:30,,High,included
Washington,WA,2580,Granite Falls High School,Granite Falls School District,Snohomish,48.087577,-121.986561,623,07:30,,High,included
Washington,WA,2743,Harrington Elementary School,Harrington School District,Lincoln,47.478922,-118.251154,81,07:30,,Elementary,included
Washington,WA,2797,Kent-Meridian High School,Kent School District,King,47.373445,-122.206590,1639,07:30,,High,included
Washington,WA,5676,Kent Laboratory Academy,Kent School District,King,47.415397,-122.198475,292,07:30,,Other/Mixed,included
Washington,WA,3640,Kentridge High School,Kent School District,King,47.416671,-122.173962,2195,07:30,,High,included
Washington,WA,4128,Kentwood High School,Kent School District,King,47.370024,-122.119308,1999,07:30,,High,included
Washington,WA,4492,Kentlake High School,Kent School District,King,47.331282,-122.057262,1563,07:30,,High,included
Washington,WA,3893,Lakewood Middle School,Lakewood School District,Snohomish,48.148799,-122.208742,672,07:30,,Middle,included
Washington,WA,3821,La Venture Middle School,Mount Vernon School District,Skagit,48.430969,-122.312183,665,07:30,,Middle,included
Washington,WA,4511,Mount Baker Middle School,Mount Vernon School District,Skagit,48.412853,-122.312113,574,07:30,,Middle,included
Washington,WA,4247,ACES High School,Mukilteo School District,Snohomish,47.910953,-122.243584,130,07:30,,High,included
Washington,WA,3010,North Thurston High School,North Thurston Public Schools,Thurston,47.051940,-122.832114,1388,07:30,,High,included
Washington,WA,3710,Timberline High School,North Thurston Public Schools,Thurston,47.007415,-122.799376,1437,07:30,,High,included
Washington,WA,4427,River Ridge High School,North Thurston Public Schools,Thurston,47.056186,-122.751896,1566,07:30,,High,included
Washington,WA,3067,Rochester Middle School,Rochester School District,Thurston,46.820863,-123.091521,535,07:30,,Middle,included
Washington,WA,5128,Glacier Peak High School,Snohomish School District,Snohomish,47.867449,-122.133595,1651,07:30,,High,included
Washington,WA,4145,Valley View Middle School,Snohomish School District,Snohomish,47.867949,-122.101954,643,07:30,,Middle,included
Washington,WA,2428,Snohomish High School,Snohomish School District,Snohomish,47.918143,-122.099859,1513,07:30,,High,included
Washington,WA,4395,Centennial Middle School,Snohomish School District,Snohomish,47.968745,-122.067343,734,07:30,,Middle,included
Washington,WA,2124,Snoqualmie Middle School,Snoqualmie Valley School District,King,47.518280,-121.814337,497,07:30,,Middle,included
Washington,WA,4191,Spokane Area Professional-Technical Skills Center,Spokane School District,Spokane,47.696458,-117.368687,39,07:30,,Other/Mixed,included
Washington,WA,3179,Curtis Junior High,University Place School District,Pierce,47.223338,-122.553570,911,07:30,,Middle,included
Washington,WA,3600,Curtis Senior High,University Place School District,Pierce,47.221454,-122.551162,1349,07:30,,High,included
Washington,WA,2272,South Kitsap High School,South Kitsap School District,Kitsap,47.537687,-122.624294,2459,07:34,,High,included
Washington,WA,4113,Granite Falls Middle School,Granite Falls School District,Snohomish,48.086843,-121.962927,448,07:35,,Middle,included
Washington,WA,4204,Lakewood High School,Lakewood School District,Snohomish,48.150843,-122.214330,860,07:35,,High,included
Washington,WA,3524,Cedarcrest High School,Riverview School District,King,47.735632,-121.952477,901,07:35,,High,included
Washington,WA,4131,Steilacoom High,Steilacoom Hist. School District,Pierce,47.179293,-122.575767,993,07:35,,High,included
Washington,WA,3141,Wapato High School,Wapato School District,Yakima,46.438254,-120.421413,856,07:35,,High,included
Washington,WA,3456,Lakes High School,Clover Park School District,Pierce,47.162834,-122.575495,1165,07:37,,High,included
Washington,WA,2425,Clover Park High School,Clover Park School District,Pierce,47.157616,-122.519135,1181,07:37,,High,included
Washington,WA,5027,General William H. Harrison Preparatory School,Clover Park School District,Pierce,47.175088,-122.506687,740,07:37,,Other/Mixed,included
Washington,WA,4230,Eatonville Middle School,Eatonville School District,Pierce,46.868488,-122.263164,426,07:37,,Middle,included
Washington,WA,2633,Yelm High School 12,Yelm School District,Thurston,46.950636,-122.624354,1716,07:37,,High,included
Washington,WA,4333,Lakeside High School,Nine Mile Falls School District,Spokane,47.809082,-117.558574,494,07:38,,High,included
Washington,WA,5282,Talley High School,Renton School District,King,47.485369,-122.236725,253,07:38,,High,included
Washington,WA,2475,Renton Senior High School,Renton School District,King,47.482105,-122.211527,1209,07:38,,High,included
Washington,WA,3741,Lindbergh Senior High School,Renton School District,King,47.454801,-122.166163,1202,07:38,,High,included
Washington,WA,3630,Hazen Senior High School,Renton School District,King,47.501630,-122.152350,1799,07:38,,High,included
Washington,WA,3899,Discovery,South Kitsap School District,Kitsap,47.529450,-122.600353,224,07:38,,Other/Mixed,included
Washington,WA,3499,Sumner Middle School,Sumner-Bonney Lake School District,Pierce,47.194831,-122.235280,681,07:38,,Middle,included
Washington,WA,3247,Sumner High School,Sumner-Bonney Lake School District,Pierce,47.203507,-122.232629,1992,07:38,,High,included
Washington,WA,4132,Lakeridge Middle School,Sumner-Bonney Lake School District,Pierce,47.203039,-122.189323,766,07:38,,Middle,included
Washington,WA,4585,Bonney Lake High School,Sumner-Bonney Lake School District,Pierce,47.159376,-122.168842,1774,07:38,,High,included
Washington,WA,4502,Mountain View Middle School,Sumner-Bonney Lake School District,Pierce,47.157708,-122.161950,940,07:38,,Middle,included
Washington,WA,2166,Centralia High School,Centralia School District,Lewis,46.726557,-123.002333,973,07:40,,High,included
Washington,WA,3240,Centralia Middle School,Centralia School District,Lewis,46.725980,-122.983155,479,07:40,,Middle,included
Washington,WA,2799,W F West High School,Chehalis School District,Lewis,46.649547,-122.948857,1017,07:40,,High,included
Washington,WA,2488,Ferndale High School,Ferndale School District,Whatcom,48.853242,-122.592270,1369,07:40,,High,included
Washington,WA,3071,Grandview Middle School,Grandview School District,Yakima,46.255699,-119.921016,815,07:40,,Middle,included
Washington,WA,5624,Ray Reynolds Middle School,Pasco School District,Franklin,46.286217,-119.214593,1296,07:40,,Middle,included
Washington,WA,2267,Mcloughlin Middle School,Pasco School District,Franklin,46.253796,-119.205034,1176,07:40,,Middle,included
Washington,WA,3324,Stevens Middle School,Pasco School District,Franklin,46.238972,-119.120884,957,07:40,,Middle,included
Washington,WA,4564,Ellen Ochoa Middle School,Pasco School District,Franklin,46.245567,-119.073119,832,07:40,,Middle,included
Washington,WA,2849,Tahoma Senior High School,Tahoma School District,King,47.357666,-122.028833,2947,07:40,,High,included
Washington,WA,4500,A G West Black Hills High School,Tumwater School District,Thurston,46.977864,-122.947760,757,07:40,,High,included
Washington,WA,3362,Tumwater High School,Tumwater School District,Thurston,46.985931,-122.915914,1127,07:40,,High,included
Washington,WA,2877,Elk Plain School of Choice,Bethel School District,Pierce,47.056408,-122.399192,574,07:42,,Other/Mixed,included
Washington,WA,2808,Columbia Crest A-STEM Academy,Eatonville School District,Pierce,46.754455,-122.109069,219,07:42,,Other/Mixed,included
Washington,WA,2666,Orondo Elementary and Middle School,Orondo School District,Douglas,47.640967,-120.216479,125,07:42,,Middle,included
Washington,WA,2502,Palisades Elementary School,Palisades School District,Douglas,47.416422,-119.916136,32,07:42,,Elementary,included
Washington,WA,2681,Peninsula High School,Peninsula School District,Pierce,47.386733,-122.623449,1382,07:42,,High,included
Washington,WA,4081,Gig Harbor High,Peninsula School District,Pierce,47.331249,-122.605693,1401,07:42,,High,included
Washington,WA,3447,Aylen Jr High,Puyallup School District,Pierce,47.193038,-122.313061,725,07:42,,Middle,included
Washington,WA,4443,Doris Stahl Junior High,Puyallup School District,Pierce,47.102232,-122.299538,850,07:42,,Middle,included
Washington,WA,3750,Ballou Jr High,Puyallup School District,Pierce,47.132280,-122.296025,855,07:42,,Middle,included
Washington,WA,3052,Kalles Junior High,Puyallup School District,Pierce,47.187342,-122.287756,765,07:42,,Middle,included
Washington,WA,2575,Edgemont Jr High,Puyallup School District,Pierce,47.236631,-122.283262,591,07:42,,Middle,included
Washington,WA,4183,Ferrucci Jr High,Puyallup School District,Pierce,47.160539,-122.270535,817,07:42,,Middle,included
Washington,WA,5142,Glacier View Junior High,Puyallup School District,Pierce,47.088511,-122.258726,848,07:42,,Middle,included
Washington,WA,5052,Ridgeline Middle School,Yelm School District,Thurston,46.933728,-122.616334,572,07:42,,Middle,included
Washington,WA,2481,Yelm Middle School,Yelm School District,Thurston,46.945968,-122.607651,655,07:42,,Middle,included
Washington,WA,3191,Mountainside Middle School,Mead School District,Spokane,47.803494,-117.340363,825,07:43,,Middle,included
Washington,WA,3338,Chinook Middle School,Bellevue School District,King,47.628141,-122.211085,755,07:45,,Middle,included
Washington,WA,3166,Highland Middle School,Bellevue School District,King,47.626038,-122.140327,590,07:45,,Middle,included
Washington,WA,3435,Tillicum Middle School,Bellevue School District,King,47.599045,-122.125047,676,07:45,,Middle,included
Washington,WA,2251,Centerville Elementary,Centerville School District,Klickitat,45.752482,-120.899873,92,07:45,,Elementary,included
Washington,WA,3275,Chimacum Junior/Senior High School,Chimacum School District,Jefferson,48.011816,-122.777143,255,07:45,,High,included
Washington,WA,4416,North Tapps Middle School,Dieringer School District,Pierce,47.248790,-122.161234,524,07:45,,Middle,included
Washington,WA,2453,Morgan Middle School,Ellensburg School District,Kittitas,46.992126,-120.543023,780,07:45,,Middle,included
Washington,WA,2555,Grandview High School,Grandview School District,Yakima,46.252093,-119.924077,1161,07:45,,High,included
Washington,WA,3113,Harrington High School,Harrington School District,Lincoln,47.478922,-118.251154,44,07:45,,High,included
Washington,WA,5736,Impact | Black River Elementary,Impact | Black River Elementary,King,47.450537,-122.184686,214,07:45,,Elementary,included
Washington,WA,5661,Impact Public Schools,Impact | Commencement Bay Elementary,Pierce,47.232839,-122.413255,235,07:45,,Other/Mixed,included
Washington,WA,5517,Impact | Puget Sound Elementary,Impact | Puget Sound Elementary,King,47.471122,-122.287999,507,07:45,,Elementary,included
Washington,WA,5608,Impact | Salish Sea Elementary,Impact | Salish Sea Elementary,King,47.471122,-122.287999,396,07:45,,Elementary,included
Washington,WA,2916,Huntington Middle School,Kelso School District,Cowlitz,46.153934,-122.904666,559,07:45,,Middle,included
Washington,WA,5106,Phoenix High School,Kennewick School District,Benton,46.179360,-119.195491,60,07:45,,High,included
Washington,WA,4484,Southridge High School,Kennewick School District,Benton,46.179360,-119.195491,1622,07:45,,High,included
Washington,WA,3731,Kamiakin High School,Kennewick School District,Benton,46.217288,-119.188222,1969,07:45,,High,included
Washington,WA,5727,Endeavor High School,Kennewick School District,Benton,46.200320,-119.183385,93,07:45,,High,included
Washington,WA,1884,Legacy High School,Kennewick School District,Benton,46.200320,-119.183385,389,07:45,,High,included
Washington,WA,2826,Kennewick High School,Kennewick School District,Benton,46.206357,-119.126907,1925,07:45,,High,included
Washington,WA,1940,Chelan School of Innovation,Lake Chelan School District,Chelan,47.840449,-120.013487,51,07:45,,Other/Mixed,included
Washington,WA,2233,Mansfield Elem and High School,Mansfield School District,Douglas,47.816443,-119.643607,107,07:45,,High,included
Washington,WA,2494,Nespelem Elementary,Nespelem School District,Okanogan,48.165117,-118.987372,131,07:45,,Elementary,included
Washington,WA,5740,Nespelem High School,Nespelem School District,Okanogan,48.165117,-118.987372,37,07:45,,High,included
Washington,WA,2687,Nooksack Valley Middle School,Nooksack Valley School District,Whatcom,48.920611,-122.327439,472,07:45,,Middle,included
Washington,WA,2459,Nooksack Valley High School,Nooksack Valley School District,Whatcom,48.964376,-122.307945,531,07:45,,High,included
Washington,WA,3939,North Whidbey Middle School,Oak Harbor School District,Island,48.299266,-122.647873,715,07:45,,Middle,included
Washington,WA,3799,Washington State School for the Blind,Office of the Governor (Sch for Blind),Thurston,45.631241,-122.648111,50,07:45,,Other/Mixed,included
Washington,WA,2942,Orting High School,Orting School District,Pierce,47.101223,-122.208862,924,07:45,,High,included
Washington,WA,5164,Chiawana Senior High School,Pasco School District,Franklin,46.257505,-119.197142,3152,07:45,,High,included
Washington,WA,2917,Pasco Senior High School,Pasco School District,Franklin,46.238574,-119.103223,2607,07:45,,High,included
Washington,WA,1735,H.e.a.r.t. High School,Rochester School District,Thurston,46.822165,-123.096349,38,07:45,,High,included
Washington,WA,4326,Rochester High School,Rochester School District,Thurston,46.798916,-123.043346,616,07:45,,High,included
Washington,WA,3241,Shelton High School,Shelton School District,Mason,47.236046,-123.122305,1466,07:45,,High,included
Washington,WA,5621,Cedar High School,Shelton School District,Mason,47.229083,-123.111365,101,07:45,,High,included
Washington,WA,4288,Choice Middle and High School,Shelton School District,Mason,,,248,07:45,,Middle,bad_coordinates
Washington,WA,5762,Carson Elementary School,Stevenson-Carson School District,Skamania,45.726493,-121.812758,292,07:45,,Elementary,included
Washington,WA,4274,Sultan Senior High School,Sultan School District,Snohomish,47.873094,-121.813292,585,07:45,,High,included
Washington,WA,5049,Sierra Vista Middle School,Sunnyside School District,Yakima,46.317509,-119.997581,550,07:45,,Middle,included
Washington,WA,4022,Pace Alternative High School,Wapato School District,Yakima,46.445230,-120.423313,104,07:45,,High,included
Washington,WA,2161,Waterville Elementary,Waterville School District,Douglas,47.645241,-120.069413,129,07:45,,Elementary,included
Washington,WA,2162,Waterville High School,Waterville School District,Douglas,47.645241,-120.069413,128,07:45,,High,included
Washington,WA,3074,West Valley High School,West Valley School District (Yakima),Yakima,46.574060,-120.639455,1529,07:45,,High,included
Washington,WA,5699,West Valley Innovation Center,West Valley School District (Yakima),Yakima,46.574031,-120.633457,196,07:45,,Other/Mixed,included
Washington,WA,4407,Frontier Middle School,Bethel School District,Pierce,47.055488,-122.288548,620,07:47,,Middle,included
Washington,WA,1516,Henderson Bay Alt High School,Peninsula School District,Pierce,47.385760,-122.618298,141,07:47,,High,included
Washington,WA,2388,Selah High School,Selah School District,Yakima,46.664806,-120.527772,1169,07:47,,High,included
Washington,WA,5385,Selah Middle School,Selah School District,Yakima,46.659978,-120.527461,875,07:47,,Middle,included
Washington,WA,5571,Highland Middle School,Mead School District,Spokane,47.750834,-117.461690,706,07:48,,Middle,included
Washington,WA,5070,Renton Academy,Renton School District,King,47.456405,-122.197443,25,07:48,,Other/Mixed,included
Washington,WA,3552,Capt Johnston Blakely Elem Sch,Bainbridge Island School District,Kitsap,47.605938,-122.535981,358,07:50,,Elementary,included
Washington,WA,3043,Halilts Elementary School,Bainbridge Island School District,Kitsap,47.678769,-122.522185,353,07:50,,Elementary,included
Washington,WA,4062,Ordway Elementary,Bainbridge Island School District,Kitsap,47.639637,-122.522054,320,07:50,,Elementary,included
Washington,WA,1699,Odyssey Multiage Program,Bainbridge Island School District,Kitsap,47.636228,-122.522004,179,07:50,,Other/Mixed,included
Washington,WA,2362,Burlington Edison High School,Burlington-Edison School District,Skagit,48.477850,-122.336095,1051,07:50,,High,included
Washington,WA,3969,Castle Rock Middle School,Castle Rock School District,Cowlitz,46.271817,-122.907804,317,07:50,,Middle,included
Washington,WA,4509,Klahowya Secondary,Central Kitsap School District,Kitsap,47.629231,-122.753693,1027,07:50,,Other/Mixed,included
Washington,WA,2615,Central Kitsap High School,Central Kitsap School District,Kitsap,47.654687,-122.699904,1579,07:50,,High,included
Washington,WA,4100,Olympic High School,Central Kitsap School District,Kitsap,47.626877,-122.665165,1191,07:50,,High,included
Washington,WA,4311,Chehalis Middle School,Chehalis School District,Lewis,46.643578,-122.943369,694,07:50,,Middle,included
Washington,WA,2996,Ellensburg High School,Ellensburg School District,Kittitas,46.992505,-120.527805,1002,07:50,,High,included
Washington,WA,3970,Sunset Elementary School,Evergreen School District (Clark),Clark,45.689469,-122.582295,415,07:50,,Elementary,included
Washington,WA,5310,Henrietta Lacks Health and Bioscience High School,Evergreen School District (Clark),Clark,45.627320,-122.579351,467,07:50,,High,included
Washington,WA,3618,Marrion Elementary School,Evergreen School District (Clark),Clark,45.630951,-122.569854,530,07:50,,Elementary,included
Washington,WA,3823,Silver Star Elementary School,Evergreen School District (Clark),Clark,45.685223,-122.565167,383,07:50,,Elementary,included
Washington,WA,3148,Ellsworth Elementary School,Evergreen School District (Clark),Clark,45.617063,-122.562561,401,07:50,,Elementary,included
Washington,WA,3995,Riverview Elementary School,Evergreen School District (Clark),Clark,45.606042,-122.540925,324,07:50,,Elementary,included
Washington,WA,3149,Sifton Elementary School,Evergreen School District (Clark),Clark,45.675455,-122.530027,484,07:50,,Elementary,included
Washington,WA,4163,Hearthwood Elementary School,Evergreen School District (Clark),Clark,45.627076,-122.526684,361,07:50,,Elementary,included
Washington,WA,4579,York Elementary School,Evergreen School District (Clark),Clark,45.689566,-122.514416,339,07:50,,Elementary,included
Washington,WA,2829,Mill Plain Elementary School,Evergreen School District (Clark),Clark,45.618340,-122.506070,354,07:50,,Elementary,included
Washington,WA,5612,Emerald Elementary School,Evergreen School District (Clark),Clark,45.651603,-122.504885,443,07:50,,Elementary,included
Washington,WA,4445,Pioneer Elementary School,Evergreen School District (Clark),Clark,45.677667,-122.499173,553,07:50,,Elementary,included
Washington,WA,4380,Harmony Elementary School,Evergreen School District (Clark),Clark,45.636676,-122.493363,472,07:50,,Elementary,included
Washington,WA,4587,Columbia Valley Elementary,Evergreen School District (Clark),Clark,45.612862,-122.491437,364,07:50,,Elementary,included
Washington,WA,4499,Fishers Landing Elementary School,Evergreen School District (Clark),Clark,45.595314,-122.488290,402,07:50,,Elementary,included
Washington,WA,2266,Kelso High School,Kelso School District,Cowlitz,46.143289,-122.892256,1457,07:50,,High,included
Washington,WA,1934,Loowit High School,Kelso School District,Cowlitz,46.143289,-122.892256,15,07:50,,High,included
Washington,WA,3322,Coweeman Middle School,Kelso School District,Cowlitz,46.143799,-122.888668,511,07:50,,Middle,included
Washington,WA,4028,Desert Hills Middle School,Kennewick School District,Benton,46.194344,-119.252625,908,07:50,,Middle,included
Washington,WA,5439,Chinook Middle School,Kennewick School District,Benton,46.197391,-119.205374,954,07:50,,Middle,included
Washington,WA,3267,Highlands Middle School,Kennewick School District,Benton,46.205417,-119.177452,747,07:50,,Middle,included
Washington,WA,4429,Horse Heaven Hills Middle School,Kennewick School District,Benton,46.177706,-119.149699,856,07:50,,Middle,included
Washington,WA,3472,Park Middle School,Kennewick School District,Benton,46.197579,-119.131914,688,07:50,,Middle,included
Washington,WA,1800,Environmental & Adventure School,Lake Washington School District,King,47.720041,-122.231253,139,07:50,,Other/Mixed,included
Washington,WA,3590,Finn Hill Middle School,Lake Washington School District,King,47.720041,-122.231253,664,07:50,,Middle,included
Washington,WA,2308,Kirkland Middle School,Lake Washington School District,King,47.690336,-122.200644,749,07:50,,Middle,included
Washington,WA,4167,Northstar Middle School,Lake Washington School District,King,47.655296,-122.195554,87,07:50,,Middle,included
Washington,WA,3922,Kamiakin Middle School,Lake Washington School District,King,47.727304,-122.164943,575,07:50,,Middle,included
Washington,WA,3706,Rose Hill Middle School,Lake Washington School District,King,47.669402,-122.159713,902,07:50,,Middle,included
Washington,WA,1975,Stella Schola,Lake Washington School District,King,47.669402,-122.159713,90,07:50,,Other/Mixed,included
Washington,WA,3232,Redmond Middle School,Lake Washington School District,King,47.691699,-122.119789,1010,07:50,,Middle,included
Washington,WA,4148,Evergreen Middle School,Lake Washington School District,King,47.668137,-122.060511,764,07:50,,Middle,included
Washington,WA,5597,Timberline Middle School,Lake Washington School District,King,47.688041,-122.031490,792,07:50,,Middle,included
Washington,WA,4386,Inglewood Middle School,Lake Washington School District,King,47.618669,-122.017263,1230,07:50,,Middle,included
Washington,WA,3475,Cascade Middle School,Longview School District,Cowlitz,46.155436,-122.942655,470,07:50,,Middle,included
Washington,WA,4544,Hidden River Middle School,Monroe School District,Snohomish,47.800478,-122.108632,313,07:50,,Middle,included
Washington,WA,4528,Monroe High School,Monroe School District,Snohomish,47.843416,-122.010417,1530,07:50,,High,included
Washington,WA,5040,Park Place Middle School,Monroe School District,Snohomish,47.850283,-121.988932,757,07:50,,Middle,included
Washington,WA,1806,Leaders In Learning,Monroe School District,Snohomish,47.853636,-121.979094,40,07:50,,Other/Mixed,included
Washington,WA,3112,Morton Junior-Senior High,Morton School District,Lewis,46.553583,-122.274217,207,07:50,,High,included
Washington,WA,2396,Pateros Elementary,Pateros School District,Okanogan,48.051471,-119.906290,120,07:50,,Elementary,included
Washington,WA,2397,Pateros High School,Pateros School District,Okanogan,48.051471,-119.906290,115,07:50,,High,included
Washington,WA,2508,Prosser High School,Prosser School District,Benton,46.204632,-119.758841,878,07:50,,High,included
Washington,WA,3921,Shorewood High School,Shoreline School District,King,47.754907,-122.349357,1547,07:50,,High,included
Washington,WA,3343,Shorecrest High School,Shoreline School District,King,47.740989,-122.304048,1565,07:50,,High,included
Washington,WA,4397,Chief Kanim Middle School,Snoqualmie Valley School District,King,47.569527,-121.904808,522,07:50,,Middle,included
Washington,WA,2850,Mount Si High School,Snoqualmie Valley School District,King,47.523319,-121.815989,2183,07:50,,High,included
Washington,WA,1502,Two Rivers School,Snoqualmie Valley School District,King,47.523319,-121.815989,57,07:50,,Other/Mixed,included
Washington,WA,5135,Twin Falls Middle School,Snoqualmie Valley School District,King,47.473424,-121.714389,558,07:50,,Middle,included
Washington,WA,2105,Sultan Middle School,Sultan School District,Snohomish,47.869458,-121.817428,463,07:50,,Middle,included
Washington,WA,3313,Harrison Middle School,Sunnyside School District,Yakima,46.319480,-119.998280,821,07:50,,Middle,included
Washington,WA,5014,New Market High School,Tumwater School District,Thurston,46.982238,-122.914977,61,07:50,,High,included
Washington,WA,4225,New Market Skills Center,Tumwater School District,Thurston,46.982238,-122.914977,145,07:50,,Other/Mixed,included
Washington,WA,2131,Wapato Middle School,Wapato School District,Yakima,46.435991,-120.410787,738,07:50,,Middle,included
Washington,WA,4462,Mt Baker Middle School,Auburn School District,King,47.274526,-122.220142,917,07:52,,Middle,included
Washington,WA,3169,Olympic Middle School,Auburn School District,King,47.290601,-122.217501,958,07:52,,Middle,included
Washington,WA,2394,Cascade Middle School,Auburn School District,King,47.328985,-122.214334,966,07:52,,Middle,included
Washington,WA,4385,Rainier Middle School,Auburn School District,King,47.327407,-122.185550,913,07:52,,Middle,included
Washington,WA,4582,Columbia Junior High School,Fife School District,Pierce,47.231143,-122.354950,620,07:52,,Middle,included
Washington,WA,2773,Fife High School,Fife School District,Pierce,47.238699,-122.353922,896,07:52,,High,included
Washington,WA,2219,Lynden Middle School,Lynden School District,Whatcom,48.959313,-122.416711,710,07:52,,Middle,included
Washington,WA,2368,Jefferson Elementary,Port Angeles School District,Clallam,48.107896,-123.439893,248,07:52,,Elementary,included
Washington,WA,3181,Cascade Middle School,Sedro-Woolley School District,Skagit,48.512566,-122.224438,670,07:52,,Middle,included
Washington,WA,5697,Hunt Middle School,Tacoma School District,Pierce,47.252657,-122.524187,520,07:52,,Middle,included
Washington,WA,3116,Wainwright Intermediate School,Tacoma School District,Pierce,47.241006,-122.517901,369,07:52,,Middle,included
Washington,WA,3448,Truman Middle School,Tacoma School District,Pierce,47.280484,-122.513230,438,07:52,,Middle,included
Washington,WA,2377,Gray Middle School,Tacoma School District,Pierce,47.199975,-122.491422,512,07:52,,Middle,included
Washington,WA,2376,Mason Middle School,Tacoma School District,Pierce,47.273316,-122.490335,644,07:52,,Middle,included
Washington,WA,2338,Hilltop Heritage Middle School,Tacoma School District,Pierce,47.256341,-122.464554,447,07:52,,Middle,included
Washington,WA,4575,Angelo Giaudrone Middle School,Tacoma School District,Pierce,47.212049,-122.459670,446,07:52,,Middle,included
Washington,WA,3054,Baker Middle School,Tacoma School District,Pierce,47.183627,-122.446536,688,07:52,,Middle,included
Washington,WA,2359,Stewart Middle School,Tacoma School District,Pierce,47.211143,-122.435344,651,07:52,,Middle,included
Washington,WA,5170,First Creek Middle School,Tacoma School District,Pierce,47.209311,-122.405463,585,07:52,,Middle,included
Washington,WA,3244,Meeker Middle School,Tacoma School District,Pierce,47.296093,-122.402422,569,07:52,,Middle,included
Washington,WA,4521,Lakeside Middle School,Nine Mile Falls School District,Spokane,47.829142,-117.599485,295,07:53,,Middle,included
Washington,WA,4569,White River High School,White River School District,Pierce,47.145535,-122.073243,1373,07:53,,High,included
Washington,WA,4287,Weston High School,Arlington School District,Snohomish,48.153062,-122.170034,107,07:55,,High,included
